exercise_id,name,body_part,equipment,level,type,desc,text
ex_0872,Rocking Standing Calf Raise,Calves,Barbell,Beginner,Strength,Rocking Standing Calf Raise is a beginner-level strength exercise targeting calves.,Rocking Standing Calf Raise targeting Calves using Barbell at Beginner level. Rocking Standing Calf Raise is a beginner-level strength exercise targeting calves.
ex_0873,Standing barbell calf raise,Calves,Barbell,Beginner,Strength,"The standing barbell calf raise is a popular exercise to target the calf muscles of the lower leg, particularly the gastrocnemius muscle. It can be performed for time or for reps, either using a barbell or Smith machine bar if balance is a problem.","Standing barbell calf raise targeting Calves using Barbell at Beginner level. The standing barbell calf raise is a popular exercise to target the calf muscles of the lower leg, particularly the gastrocnemius muscle. It can be performed for time or for reps, either using a barbell or Smith machine bar if balance is a problem."
ex_0874,Barbell Seated Calf Raise,Calves,Barbell,Beginner,Strength,Barbell Seated Calf Raise is a beginner-level strength exercise targeting calves.,Barbell Seated Calf Raise targeting Calves using Barbell at Beginner level. Barbell Seated Calf Raise is a beginner-level strength exercise targeting calves.
ex_0875,Smith machine standing calf raise,Calves,Barbell,Intermediate,Strength,"The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the gastrocnemius or upper calf muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the lower-body portion of a workout.","Smith machine standing calf raise targeting Calves using Barbell at Intermediate level. The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the gastrocnemius or upper calf muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the lower-body portion of a workout."
ex_0876,Calf Raise On A Dumbbell,Calves,Dumbbell,Beginner,Strength,Calf Raise On A Dumbbell is a beginner-level strength exercise targeting calves.,Calf Raise On A Dumbbell targeting Calves using Dumbbell at Beginner level. Calf Raise On A Dumbbell is a beginner-level strength exercise targeting calves.
ex_0877,Standing Dumbbell Calf Raise,Calves,Dumbbell,Intermediate,Strength,"The standing dumbbell calf raise is a popular exercise to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. It can be performed for time or for reps, either two dumbbells, or one if balance is a problem and you would like to use your free hand to hold a fixed object.","Standing Dumbbell Calf Raise targeting Calves using Dumbbell at Intermediate level. The standing dumbbell calf raise is a popular exercise to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. It can be performed for time or for reps, either two dumbbells, or one if balance is a problem and you would like to use your free hand to hold a fixed object."
ex_0878,Single-leg standing dumbbell calf raise,Calves,Dumbbell,Intermediate,Strength,"The single-leg standing dumbbell calf raise is a popular exercise to target the calf muscles of the lower leg, particularly the gastrocnemius muscle. It can be performed for time or for reps, either with two dumbbells or with one if balance is a problem and you would like to use your free hand to hold a fixed object.","Single-leg standing dumbbell calf raise targeting Calves using Dumbbell at Intermediate level. The single-leg standing dumbbell calf raise is a popular exercise to target the calf muscles of the lower leg, particularly the gastrocnemius muscle. It can be performed for time or for reps, either with two dumbbells or with one if balance is a problem and you would like to use your free hand to hold a fixed object."
ex_0879,Dumbbell walking calf raise,Calves,Dumbbell,Intermediate,Strength,"The dumbbell walking calf raise is a dynamic exercise targeting the calf muscles of the lower leg, particularly the gastrocnemius muscle. It can be performed for distance or for reps.","Dumbbell walking calf raise targeting Calves using Dumbbell at Intermediate level. The dumbbell walking calf raise is a dynamic exercise targeting the calf muscles of the lower leg, particularly the gastrocnemius muscle. It can be performed for distance or for reps."
ex_0880,Balance Board,Calves,Other,Beginner,Strength,Balance Board is a beginner-level strength exercise targeting calves.,Balance Board targeting Calves using Other at Beginner level. Balance Board is a beginner-level strength exercise targeting calves.
ex_0881,Weighted donkey calf raise,Calves,Other,Intermediate,Strength,"The weighted donkey calk raise is a strength and muscle-building exercise focused on the muscles of the lower leg, most prominently the gastrocnemius muscle. While traditional donkey calf raises involved either a specific machine or carrying another person on one's back, this method uses a weight belt. It can be done in traditional muscle-building rep ranges, or for higher reps as part of lower-body training.","Weighted donkey calf raise targeting Calves using Other at Intermediate level. The weighted donkey calk raise is a strength and muscle-building exercise focused on the muscles of the lower leg, most prominently the gastrocnemius muscle. While traditional donkey calf raises involved either a specific machine or carrying another person on one's back, this method uses a weight belt. It can be done in traditional muscle-building rep ranges, or for higher reps as part of lower-body training."
ex_0882,Anterior Tibialis-SMR,Calves,Other,Beginner,Stretching,Anterior Tibialis-SMR is a beginner-level stretching exercise targeting calves.,Anterior Tibialis-SMR targeting Calves using Other at Beginner level. Anterior Tibialis-SMR is a beginner-level stretching exercise targeting calves.
ex_0883,Foot-SMR,Calves,Other,Beginner,Stretching,Foot-SMR is a beginner-level stretching exercise targeting calves.,Foot-SMR targeting Calves using Other at Beginner level. Foot-SMR is a beginner-level stretching exercise targeting calves.
ex_0884,Agility Ladder,Calves,Other,Intermediate,Cardio,Agility Ladder is a intermediate-level cardio exercise targeting calves.,Agility Ladder targeting Calves using Other at Intermediate level. Agility Ladder is a intermediate-level cardio exercise targeting calves.
ex_0885,Single-leg machine seated calf raise,Calves,Other,Intermediate,Strength,"The single-leg machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, but occasionally for higher reps of 20 per set or more.","Single-leg machine seated calf raise targeting Calves using Other at Intermediate level. The single-leg machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, but occasionally for higher reps of 20 per set or more."
ex_0886,Smith Machine Calf Raise,Calves,Machine,Intermediate,Strength,"The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the gastrocnemius or upper calf muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the lower-body portion of a workout.","Smith Machine Calf Raise targeting Calves using Machine at Intermediate level. The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the gastrocnemius or upper calf muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the lower-body portion of a workout."
ex_0887,Standing Calf Raises,Calves,Machine,Beginner,Strength,"The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. When unweighted, it is usually performed for high reps or for time.","Standing Calf Raises targeting Calves using Machine at Beginner level. The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. When unweighted, it is usually performed for high reps or for time."
ex_0888,Seated Calf Raise,Calves,Machine,Intermediate,Strength,"The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps.","Seated Calf Raise targeting Calves using Machine at Intermediate level. The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps."
ex_0889,Calf Press On The Leg Press Machine,Calves,Machine,Intermediate,Strength,"The leg press calf raise is an exercise that uses the leg press machine to work the calves. With the toes and balls of your feet on the platform but heels off, you push forward to work the calves.","Calf Press On The Leg Press Machine targeting Calves using Machine at Intermediate level. The leg press calf raise is an exercise that uses the leg press machine to work the calves. With the toes and balls of your feet on the platform but heels off, you push forward to work the calves."
ex_0890,Calf Press,Calves,Machine,Beginner,Strength,"The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. When unweighted, it is usually performed for high reps or for time.","Calf Press targeting Calves using Machine at Beginner level. The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. When unweighted, it is usually performed for high reps or for time."
ex_0891,Smith Machine Reverse Calf Raises,Calves,Machine,Beginner,Strength,Smith Machine Reverse Calf Raises is a beginner-level strength exercise targeting calves.,Smith Machine Reverse Calf Raises targeting Calves using Machine at Beginner level. Smith Machine Reverse Calf Raises is a beginner-level strength exercise targeting calves.
ex_0892,Seated Single-Leg Calf Press - Gethin Variation,Calves,Machine,Intermediate,Strength,"The single-leg machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, but occasionally for higher reps of 20 per set or more.","Seated Single-Leg Calf Press - Gethin Variation targeting Calves using Machine at Intermediate level. The single-leg machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, but occasionally for higher reps of 20 per set or more."
ex_0893,Seated Calf Raise - Gethin Variation,Calves,Machine,Intermediate,Strength,"The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps.","Seated Calf Raise - Gethin Variation targeting Calves using Machine at Intermediate level. The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps."
ex_0894,Donkey Calf Raise - Gethin Variation,Calves,Machine,Intermediate,Strength,"The donkey calk raise is a strength and muscle-building exercise focused on the muscles of the lower leg, most prominently the gastrocnemius muscle. While traditional donkey calf raises involved either a specific machine or carrying another person on one's back, this method uses a weight belt. It can be done in traditional muscle-building rep ranges, or for higher reps as part of lower-body training.","Donkey Calf Raise - Gethin Variation targeting Calves using Machine at Intermediate level. The donkey calk raise is a strength and muscle-building exercise focused on the muscles of the lower leg, most prominently the gastrocnemius muscle. While traditional donkey calf raises involved either a specific machine or carrying another person on one's back, this method uses a weight belt. It can be done in traditional muscle-building rep ranges, or for higher reps as part of lower-body training."
ex_0895,Standing Calf Raise Facing Hack Squat Machine - Gethin Variation,Calves,Machine,Intermediate,Strength,The reverse hack squat calf raise is a varation of the standing calf raise to target them in a different manner.,Standing Calf Raise Facing Hack Squat Machine - Gethin Variation targeting Calves using Machine at Intermediate level. The reverse hack squat calf raise is a varation of the standing calf raise to target them in a different manner.
ex_0896,Calf Press On A Hack Squat Machine - Gethin Variation,Calves,Machine,Intermediate,Strength,The hack squat calf raise is a variation of the standing calf raise to target them in a different manner than seated or fully standing.,Calf Press On A Hack Squat Machine - Gethin Variation targeting Calves using Machine at Intermediate level. The hack squat calf raise is a variation of the standing calf raise to target them in a different manner than seated or fully standing.
ex_0897,Smith Machine Standing Calf Raises - Gethin Variation,Calves,Machine,Intermediate,Strength,"The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the gastrocnemius or upper calf muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the lower-body portion of a workout.","Smith Machine Standing Calf Raises - Gethin Variation targeting Calves using Machine at Intermediate level. The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the gastrocnemius or upper calf muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the lower-body portion of a workout."
ex_0898,Hack squat calf raise,Calves,Machine,Intermediate,Strength,"The hack squat calf raise is a variation of the standing calf raise performed in a hack squat machine. This allows for heavy loading, but also shoulder comfort from the pads of the hack squat. Calf raise variations are often performed for relatively high reps, such as 10-20 reps per set or more.","Hack squat calf raise targeting Calves using Machine at Intermediate level. The hack squat calf raise is a variation of the standing calf raise performed in a hack squat machine. This allows for heavy loading, but also shoulder comfort from the pads of the hack squat. Calf raise variations are often performed for relatively high reps, such as 10-20 reps per set or more."
ex_0899,Seated Calf Press - Gethin Variation,Calves,Machine,Intermediate,Strength,"The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps.","Seated Calf Press - Gethin Variation targeting Calves using Machine at Intermediate level. The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps."
ex_0900,Leg press calf raise,Calves,Machine,Intermediate,Strength,"The leg press calf raise is a variation of the standing calf raise performed in a leg press machine. This allows for heavy loading, but also shoulder comfort from the pads of the leg press. Calf raise variations are often performed for relatively high reps, such as 10-20 reps per set or more.","Leg press calf raise targeting Calves using Machine at Intermediate level. The leg press calf raise is a variation of the standing calf raise performed in a leg press machine. This allows for heavy loading, but also shoulder comfort from the pads of the leg press. Calf raise variations are often performed for relatively high reps, such as 10-20 reps per set or more."
ex_0901,Machine seated calf raise,Calves,Machine,Intermediate,Strength,"The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps.","Machine seated calf raise targeting Calves using Machine at Intermediate level. The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps."
ex_0902,30 Legs Seated Calf Raise,Calves,Machine,Intermediate,Strength,30 Legs Seated Calf Raise is a intermediate-level strength exercise targeting calves.,30 Legs Seated Calf Raise targeting Calves using Machine at Intermediate level. 30 Legs Seated Calf Raise is a intermediate-level strength exercise targeting calves.
ex_0903,30 Legs Standing Calf Raise,Calves,Machine,Intermediate,Strength,30 Legs Standing Calf Raise is a intermediate-level strength exercise targeting calves.,30 Legs Standing Calf Raise targeting Calves using Machine at Intermediate level. 30 Legs Standing Calf Raise is a intermediate-level strength exercise targeting calves.
ex_0904,Peroneals-SMR,Calves,Body Only,Intermediate,Stretching,Peroneals-SMR is a intermediate-level stretching exercise targeting calves.,Peroneals-SMR targeting Calves using Body Only at Intermediate level. Peroneals-SMR is a intermediate-level stretching exercise targeting calves.
ex_0905,Knee Circles,Calves,Body Only,Beginner,Stretching,Knee Circles is a beginner-level stretching exercise targeting calves.,Knee Circles targeting Calves using Body Only at Beginner level. Knee Circles is a beginner-level stretching exercise targeting calves.
ex_0906,Standing Gastrocnemius Calf Stretch,Calves,Body Only,Intermediate,Stretching,Standing Gastrocnemius Calf Stretch is a intermediate-level stretching exercise targeting calves.,Standing Gastrocnemius Calf Stretch targeting Calves using Body Only at Intermediate level. Standing Gastrocnemius Calf Stretch is a intermediate-level stretching exercise targeting calves.
ex_0907,Wall calf stretch,Calves,Body Only,Intermediate,Stretching,The wall calf stretch is a stretch targeting the calf muscles. This is a simple way to stretch these often-tight muscles without any equipment needed.,Wall calf stretch targeting Calves using Body Only at Intermediate level. The wall calf stretch is a stretch targeting the calf muscles. This is a simple way to stretch these often-tight muscles without any equipment needed.
ex_0908,Seated Calf Stretch,Calves,Body Only,Intermediate,Stretching,Seated Calf Stretch is a intermediate-level stretching exercise targeting calves.,Seated Calf Stretch targeting Calves using Body Only at Intermediate level. Seated Calf Stretch is a intermediate-level stretching exercise targeting calves.
ex_0909,Standing Calf Raise,Calves,Body Only,Intermediate,Strength,"The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. When unweighted, it is usually performed for high reps or for time.","Standing Calf Raise targeting Calves using Body Only at Intermediate level. The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. When unweighted, it is usually performed for high reps or for time."
ex_0910,Standing calf raise-,Calves,Body Only,Intermediate,Strength,"The standing calf raise is a popular movement to target the calf muscles of the lower leg, particularly the gastrocnemius muscle. When unweighted, it is usually performed for high reps or for time.","Standing calf raise- targeting Calves using Body Only at Intermediate level. The standing calf raise is a popular movement to target the calf muscles of the lower leg, particularly the gastrocnemius muscle. When unweighted, it is usually performed for high reps or for time."
ex_0911,HM Left Calf-Spike Sumo Pulse,Calves,Body Only,Intermediate,Strength,HM Left Calf-Spike Sumo Pulse is a intermediate-level strength exercise targeting calves.,HM Left Calf-Spike Sumo Pulse targeting Calves using Body Only at Intermediate level. HM Left Calf-Spike Sumo Pulse is a intermediate-level strength exercise targeting calves.
ex_0912,Ankle Circles,Calves,Other,Beginner,Stretching,Ankle Circles is a beginner-level stretching exercise targeting calves.,Ankle Circles targeting Calves using Other at Beginner level. Ankle Circles is a beginner-level stretching exercise targeting calves.
ex_0913,Calf Stretch Elbows Against Wall,Calves,Other,Beginner,Stretching,Calf Stretch Elbows Against Wall is a beginner-level stretching exercise targeting calves.,Calf Stretch Elbows Against Wall targeting Calves using Other at Beginner level. Calf Stretch Elbows Against Wall is a beginner-level stretching exercise targeting calves.
ex_0914,Standing Soleus And Achilles Stretch,Calves,Other,Beginner,Stretching,Standing Soleus And Achilles Stretch is a beginner-level stretching exercise targeting calves.,Standing Soleus And Achilles Stretch targeting Calves using Other at Beginner level. Standing Soleus And Achilles Stretch is a beginner-level stretching exercise targeting calves.
ex_0915,Cross Over - With Bands,Chest,Bands,Beginner,Strength,Cross Over - With Bands is a beginner-level strength exercise targeting chest.,Cross Over - With Bands targeting Chest using Bands at Beginner level. Cross Over - With Bands is a beginner-level strength exercise targeting chest.
ex_0916,Bench Press - With Bands,Chest,Bands,Beginner,Strength,Bench Press - With Bands is a beginner-level strength exercise targeting chest.,Bench Press - With Bands targeting Chest using Bands at Beginner level. Bench Press - With Bands is a beginner-level strength exercise targeting chest.
ex_0917,Bench Press With Short Bands,Chest,Bands,Beginner,Powerlifting,Bench Press With Short Bands is a beginner-level powerlifting exercise targeting chest.,Bench Press With Short Bands targeting Chest using Bands at Beginner level. Bench Press With Short Bands is a beginner-level powerlifting exercise targeting chest.
ex_0918,Feet-Elevated TRX Push-Up,Chest,Bands,Beginner,Strength,Feet-Elevated TRX Push-Up is a beginner-level strength exercise targeting chest.,Feet-Elevated TRX Push-Up targeting Chest using Bands at Beginner level. Feet-Elevated TRX Push-Up is a beginner-level strength exercise targeting chest.
ex_0919,Band-suspended kettlebell bench press,Chest,Bands,Intermediate,Strength,"The band-suspended kettlebell bench press is a bench press variation where kettlebells or weight plates are hung from the ends of a barbell by looped bands. The suspended weights can be in addition to normally loaded weight plates, or in the place of them. Because the instability of the weights makes the lift difficult, this bench press variety is a popular accessory movement for building the traditional bench press in powerlifting training.","Band-suspended kettlebell bench press targeting Chest using Bands at Intermediate level. The band-suspended kettlebell bench press is a bench press variation where kettlebells or weight plates are hung from the ends of a barbell by looped bands. The suspended weights can be in addition to normally loaded weight plates, or in the place of them. Because the instability of the weights makes the lift difficult, this bench press variety is a popular accessory movement for building the traditional bench press in powerlifting training."
ex_0920,HM Banded Cross-Over Pull,Chest,Bands,Intermediate,Strength,HM Banded Cross-Over Pull is a intermediate-level strength exercise targeting chest.,HM Banded Cross-Over Pull targeting Chest using Bands at Intermediate level. HM Banded Cross-Over Pull is a intermediate-level strength exercise targeting chest.
ex_0921,Rusin Band Pull-Apart,Chest,Bands,Intermediate,Strength,Rusin Band Pull-Apart is a intermediate-level strength exercise targeting chest.,Rusin Band Pull-Apart targeting Chest using Bands at Intermediate level. Rusin Band Pull-Apart is a intermediate-level strength exercise targeting chest.
ex_0922,UNS Banded Push-Up,Chest,Bands,Intermediate,Strength,UNS Banded Push-Up is a intermediate-level strength exercise targeting chest.,UNS Banded Push-Up targeting Chest using Bands at Intermediate level. UNS Banded Push-Up is a intermediate-level strength exercise targeting chest.
ex_0923,Taylor Band-Assisted One-Arm Push-Up,Chest,Bands,Intermediate,Strength,Taylor Band-Assisted One-Arm Push-Up is a intermediate-level strength exercise targeting chest.,Taylor Band-Assisted One-Arm Push-Up targeting Chest using Bands at Intermediate level. Taylor Band-Assisted One-Arm Push-Up is a intermediate-level strength exercise targeting chest.
ex_0924,Incline band bench press,Chest,Bands,Intermediate,Strength,"The incline band bench press is variation of the incline press, a popular upper-body exercise targeting the upper pectoral muscles. While it can be a strength-focused movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.","Incline band bench press targeting Chest using Bands at Intermediate level. The incline band bench press is variation of the incline press, a popular upper-body exercise targeting the upper pectoral muscles. While it can be a strength-focused movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training."
ex_0925,Band push-up,Chest,Bands,Intermediate,Strength,"The band push-up is a progression of the popular bodyweight version of the exercise commonly used in military and tactical physical fitness tests. Adding the dynamic resistance of the band matches the strength curve of the push-up and helps build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.","Band push-up targeting Chest using Bands at Intermediate level. The band push-up is a progression of the popular bodyweight version of the exercise commonly used in military and tactical physical fitness tests. Adding the dynamic resistance of the band matches the strength curve of the push-up and helps build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core."
ex_0926,Band chest fly,Chest,Bands,Intermediate,Strength,"Similar to the cable chest fly, the band chest fly is a single-joint movement that works the pectoral muscles. The fly is common in upper-body and chest-focused muscle-building workouts, and the band variation works well as a pre-exhaust at the beginning of a workout or a finishing movement at the end. It is often used in combination with other presses or flyes to target the chest from different angles.","Band chest fly targeting Chest using Bands at Intermediate level. Similar to the cable chest fly, the band chest fly is a single-joint movement that works the pectoral muscles. The fly is common in upper-body and chest-focused muscle-building workouts, and the band variation works well as a pre-exhaust at the beginning of a workout or a finishing movement at the end. It is often used in combination with other presses or flyes to target the chest from different angles."
ex_0927,Close-grip bench press,Chest,Barbell,Intermediate,Strength,"The close-grip bench press is a popular exercise targeting the triceps and chest. The main difference between this exercise and the standard bench press is that the hands and elbows are placed closer together, which places more of an emphasis on the triceps. The close-grip bench press is often used as an accessory movement for the traditional bench press, or as a triceps builder for arm training. Similar to the bench press, it can be trained in low reps for strength or higher reps for muscle or strength endurance.","Close-grip bench press targeting Chest using Barbell at Intermediate level. The close-grip bench press is a popular exercise targeting the triceps and chest. The main difference between this exercise and the standard bench press is that the hands and elbows are placed closer together, which places more of an emphasis on the triceps. The close-grip bench press is often used as an accessory movement for the traditional bench press, or as a triceps builder for arm training. Similar to the bench press, it can be trained in low reps for strength or higher reps for muscle or strength endurance."
ex_0928,Barbell Bench Press - Medium Grip,Chest,Barbell,Intermediate,Strength,"The bench press is a compound exercise that builds strength and muscle in the chest and triceps. When many people think of listing, the bench press is often the first exercise that comes to mind","Barbell Bench Press - Medium Grip targeting Chest using Barbell at Intermediate level. The bench press is a compound exercise that builds strength and muscle in the chest and triceps. When many people think of listing, the bench press is often the first exercise that comes to mind"
ex_0929,Decline barbell bench press,Chest,Barbell,Intermediate,Strength,"The decline barbell bench press is a popular upper-body exercise targeting the lower pectoral muscles. While it can be a strength-focused movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.","Decline barbell bench press targeting Chest using Barbell at Intermediate level. The decline barbell bench press is a popular upper-body exercise targeting the lower pectoral muscles. While it can be a strength-focused movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training."
ex_0930,Wide-grip bench press,Chest,Barbell,Beginner,Strength,"The wide-grip bench press is a compound exercise targeting the chest and, to a lesser extent, the triceps. The main difference between this exercise and the standard bench press is that the hands are placed farther apart on the bar. Many lifters find they can handle more weight going wide than with narrower grips, although it's also worth noting that plenty of banged-up lifters have said benching with a wide grip may also have contributed to their shoulder injuries and pain. The wide-grip bench is often used as a chest-building movement in chest or upper-body workouts, or as an accessory movement for the traditional bench press.","Wide-grip bench press targeting Chest using Barbell at Beginner level. The wide-grip bench press is a compound exercise targeting the chest and, to a lesser extent, the triceps. The main difference between this exercise and the standard bench press is that the hands are placed farther apart on the bar. Many lifters find they can handle more weight going wide than with narrower grips, although it's also worth noting that plenty of banged-up lifters have said benching with a wide grip may also have contributed to their shoulder injuries and pain. The wide-grip bench is often used as a chest-building movement in chest or upper-body workouts, or as an accessory movement for the traditional bench press."
ex_0931,Wide-Grip Decline Barbell Bench Press,Chest,Barbell,Beginner,Strength,Wide-Grip Decline Barbell Bench Press is a beginner-level strength exercise targeting chest.,Wide-Grip Decline Barbell Bench Press targeting Chest using Barbell at Beginner level. Wide-Grip Decline Barbell Bench Press is a beginner-level strength exercise targeting chest.
ex_0932,Barbell Incline Bench Press Medium-Grip,Chest,Barbell,Intermediate,Strength,The incline bench press is an upper body compound movement that targets the upper chest.,Barbell Incline Bench Press Medium-Grip targeting Chest using Barbell at Intermediate level. The incline bench press is an upper body compound movement that targets the upper chest.
ex_0933,Neck Press,Chest,Barbell,Beginner,Strength,Neck Press is a beginner-level strength exercise targeting chest.,Neck Press targeting Chest using Barbell at Beginner level. Neck Press is a beginner-level strength exercise targeting chest.
ex_0934,Front Raise And Pullover,Chest,Barbell,Beginner,Strength,Front Raise And Pullover is a beginner-level strength exercise targeting chest.,Front Raise And Pullover targeting Chest using Barbell at Beginner level. Front Raise And Pullover is a beginner-level strength exercise targeting chest.
ex_0935,Board bench press,Chest,Barbell,Intermediate,Powerlifting,"The board bench press is an upper-body exercise that is commonly performed as an assistance movement for the bench press. It targets the same muscles as the bench press, including the chest and shoulders, but really focuses on the triceps. Because you can load it more heavily than a full bench press, it allows you to overload the triceps and lock out of the bench press.","Board bench press targeting Chest using Barbell at Intermediate level. The board bench press is an upper-body exercise that is commonly performed as an assistance movement for the bench press. It targets the same muscles as the bench press, including the chest and shoulders, but really focuses on the triceps. Because you can load it more heavily than a full bench press, it allows you to overload the triceps and lock out of the bench press."
ex_0936,Barbell Bench Press-Wide Grip,Chest,Barbell,Beginner,Strength,"The wide-grip bench pressis a compound exercise targeting the chest, primarily. The main difference between this exercise and the standard bench press is that the hands are placed wider apart on the bar.","Barbell Bench Press-Wide Grip targeting Chest using Barbell at Beginner level. The wide-grip bench pressis a compound exercise targeting the chest, primarily. The main difference between this exercise and the standard bench press is that the hands are placed wider apart on the bar."
ex_0937,Wide-Grip Decline Barbell Pullover,Chest,Barbell,Beginner,Strength,Wide-Grip Decline Barbell Pullover is a beginner-level strength exercise targeting chest.,Wide-Grip Decline Barbell Pullover targeting Chest using Barbell at Beginner level. Wide-Grip Decline Barbell Pullover is a beginner-level strength exercise targeting chest.
ex_0938,Barbell Guillotine Bench Press,Chest,Barbell,Beginner,Strength,Barbell Guillotine Bench Press is a beginner-level strength exercise targeting chest.,Barbell Guillotine Bench Press targeting Chest using Barbell at Beginner level. Barbell Guillotine Bench Press is a beginner-level strength exercise targeting chest.
ex_0939,Band-suspended kettlebell bench press,Chest,Bands,Intermediate,Strength,"The band-suspended kettlebell bench press is a bench press variation where kettlebells or weight plates are hung from the ends of a barbell by looped bands. The suspended weights can be in addition to normally loaded weight plates, or in the place of them. Because the instability of the weights makes the lift difficult, this bench press variety is a popular accessory movement for building the traditional bench press in powerlifting training.","Band-suspended kettlebell bench press targeting Chest using Bands at Intermediate level. The band-suspended kettlebell bench press is a bench press variation where kettlebells or weight plates are hung from the ends of a barbell by looped bands. The suspended weights can be in addition to normally loaded weight plates, or in the place of them. Because the instability of the weights makes the lift difficult, this bench press variety is a popular accessory movement for building the traditional bench press in powerlifting training."
ex_0940,Paul Carter Incline Bench Press,Chest,Barbell,Intermediate,Strength,The incline bench press is an upper body compound movement that targets the upper chest.,Paul Carter Incline Bench Press targeting Chest using Barbell at Intermediate level. The incline bench press is an upper body compound movement that targets the upper chest.
ex_0941,Incline bench press,Chest,Barbell,Intermediate,Strength,"The incline bench press is a popular barbell exercise targeting the chest muscles, particularly the upper pectoral muscles. While it can be a strength-focused movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.","Incline bench press targeting Chest using Barbell at Intermediate level. The incline bench press is a popular barbell exercise targeting the chest muscles, particularly the upper pectoral muscles. While it can be a strength-focused movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training."
